"","X","region","population","sex","age","education","income","statusquo","vote","vote_yes"
"1633",1793,"SA",250000,"F",18,"S",200000,-1.18011,"N",0
"1634",1796,"SA",250000,"F",21,"PS",15000,-1.21834,"N",0
"1635",1797,"SA",250000,"M",19,"S",7500,-0.8308,"N",0
"1636",1798,"SA",250000,"F",59,"P",15000,-1.04005,"U",NA
"1637",1799,"SA",250000,"F",60,"P",35000,-0.6809,"N",0
"1638",1801,"SA",250000,"F",20,"P",15000,-1.13038,"N",0
"1639",1802,"SA",250000,"F",62,"S",75000,1.5877,"Y",1
"1640",1803,"SA",250000,"M",24,"S",15000,-0.14715,"Y",1
"1641",1804,"SA",250000,"F",70,"P",35000,1.55399,"Y",1
"1642",1805,"SA",250000,"M",42,"S",35000,1.50846,"A",NA
"1643",1806,"SA",250000,"M",21,"PS",35000,-1.22285,"N",0
"1644",1807,"SA",250000,"F",50,"S",75000,0.22716,"Y",1
"1645",1808,"SA",250000,"F",60,"P",35000,-0.57897,"U",NA
"1646",1809,"SA",250000,"F",22,"P",75000,-1.12024,"N",0
"1647",1811,"SA",250000,"F",56,"S",35000,0.53532,"Y",1
"1648",1813,"SA",250000,"M",22,"S",15000,-1.29617,"N",0
"1649",1814,"SA",250000,"F",42,"S",35000,0.934,"Y",1
"1650",1815,"SA",250000,"M",53,"P",15000,1.4277,"Y",1
"1651",1816,"SA",250000,"F",30,"S",15000,-1.26325,"N",0
"1652",1817,"SA",250000,"M",24,"PS",200000,-1.00115,"N",0
"1653",1819,"SA",250000,"F",37,"S",35000,0.91144,"Y",1
"1654",1820,"SA",250000,"M",55,"PS",15000,-1.02974,"N",0
"1655",1821,"SA",250000,"M",41,"S",75000,-1.04685,"N",0
"1656",1822,"SA",250000,"F",21,"S",35000,-0.9465,"A",NA
"1657",1823,"SA",250000,"F",36,"S",7500,-0.40386,"A",NA
"1658",1824,"SA",250000,"F",29,"P",15000,-0.73164,"A",NA
"1659",1825,"SA",250000,"M",21,"S",75000,-0.087,"U",NA
"1660",1826,"SA",250000,"M",55,"P",15000,-1.16446,"N",0
"1661",1828,"SA",250000,"F",59,"S",15000,0.70457,"U",NA
"1662",1829,"SA",250000,"M",27,"S",35000,0.18113,"U",NA
"1663",1830,"SA",250000,"F",30,"S",35000,0.71686,"A",NA
"1664",1832,"SA",250000,"F",44,"P",7500,-0.70865,"U",NA
"1665",1833,"SA",250000,"M",58,"P",35000,-1.29617,"N",0
"1666",1834,"SA",250000,"F",30,"S",15000,-1.29617,"N",0
"1667",1835,"SA",250000,"F",44,"P",7500,-1.2204,"N",0
"1668",1836,"SA",250000,"M",52,"P",15000,0.94667,"Y",1
"1669",1837,"SA",250000,"F",30,"S",15000,-0.92566,"N",0
"1670",1838,"SA",250000,"M",20,"S",15000,-0.27723,"U",NA
"1671",1839,"SA",250000,"F",59,"P",7500,-0.55051,"U",NA
"1672",1840,"SA",250000,"M",18,"S",15000,1.20547,"Y",1
"1673",1841,"SA",250000,"M",24,"S",35000,1.15313,"A",NA
"1674",1843,"SA",250000,"F",21,"S",35000,1.32923,"Y",1
"1675",1844,"SA",250000,"M",49,"P",7500,-0.15941,"U",NA
"1676",1845,"SA",250000,"M",58,"S",35000,0.12745,"Y",1
"1677",1846,"SA",250000,"F",25,"S",15000,-1.30809,"A",NA
"1678",1847,"SA",250000,"M",21,"S",35000,-1.11348,"N",0
"1679",1848,"SA",250000,"F",60,"S",15000,0.52689,"U",NA
"1680",1849,"SA",250000,"M",54,"P",7500,-1.30296,"U",NA
"1681",1850,"SA",250000,"F",43,"P",7500,-1.29617,"N",0
"1682",1851,"SA",250000,"M",30,"S",15000,0.66365,"N",0
"1683",1852,"SA",250000,"M",49,"S",35000,-0.95176,"N",0
"1684",1853,"SA",250000,"F",54,"P",2500,-0.25607,"Y",1
"1685",1854,"SA",250000,"F",19,"S",15000,-0.80563,"U",NA
"1686",1855,"SA",250000,"F",36,"S",15000,-1.17637,"U",NA
"1687",1856,"SA",250000,"F",58,"P",15000,0.82026,"U",NA
"1688",1859,"SA",250000,"M",42,"S",35000,0.00476,"U",NA
"1689",1860,"SA",250000,"M",35,"S",15000,0.24119,"U",NA
"1690",1861,"SA",250000,"F",44,"P",35000,-0.69008,"A",NA
"1691",1862,"SA",250000,"F",23,"PS",75000,0.17177,"Y",1
"1692",1863,"SA",250000,"M",24,"PS",35000,-0.76975,"A",NA
"1693",1864,"SA",250000,"M",60,"P",35000,1.5877,"Y",1
"1694",1865,"SA",250000,"M",54,"P",7500,0.32214,"U",NA
"1695",1868,"SA",250000,"F",38,"P",35000,-0.71844,"Y",1
"1696",1870,"SA",250000,"M",40,"S",35000,-1.29617,"N",0
"1697",1871,"SA",250000,"M",18,"S",7500,-0.60959,"U",NA
"1698",1872,"SA",250000,"F",49,"P",35000,0.90167,"Y",1
"1699",1873,"SA",250000,"M",43,"PS",75000,1.33092,"Y",1
"1700",1874,"SA",250000,"F",34,"PS",75000,-1.22424,"N",0
"1701",1875,"SA",250000,"F",54,"P",35000,0.0032,"U",NA
"1702",1876,"SA",250000,"M",18,"S",35000,-1.30351,"N",0
"1703",1877,"SA",250000,"F",26,"S",7500,-1.1212,"U",NA
"1704",1879,"SA",250000,"M",52,"S",7500,1.19812,"Y",1
"1705",1880,"SA",250000,"M",55,"S",2500,-1.29617,"N",0
"1706",1881,"SA",250000,"M",23,"S",15000,-1.29617,"N",0
"1707",1882,"SA",250000,"M",38,"P",15000,-1.19739,"N",0
"1708",1883,"SA",250000,"F",36,"P",2500,-1.05197,"U",NA
"1709",1884,"SA",250000,"F",46,"P",7500,-0.98023,"N",0
"1710",1885,"SA",250000,"F",33,"P",7500,-1.12528,"N",0
"1711",1886,"SA",250000,"M",43,"S",15000,0.15515,"U",NA
"1712",1887,"SA",250000,"M",21,"S",35000,0.60084,"Y",1
"1713",1888,"SA",250000,"M",49,"P",15000,1.35626,"Y",1
"1714",1889,"SA",250000,"F",21,"P",15000,1.19147,"Y",1
"1715",1890,"SA",250000,"F",56,"P",7500,0.38583,"Y",1
"1716",1891,"SA",250000,"F",35,"P",7500,-0.80037,"U",NA
"1717",1892,"SA",250000,"M",18,"S",15000,1.02608,"Y",1
"1718",1893,"SA",250000,"F",41,"P",2500,-0.41295,"U",NA
"1719",1894,"SA",250000,"F",49,"P",35000,0.38253,"U",NA
"1720",1895,"SA",250000,"M",37,"S",35000,-1.29617,"N",0
"1721",1896,"SA",250000,"M",55,"P",7500,0.81641,"U",NA
"1722",1897,"SA",250000,"F",49,"P",2500,1.29338,"U",NA
"1723",1898,"SA",250000,"M",22,"S",7500,0.87797,"N",0
"1724",1899,"SA",250000,"F",26,"S",15000,0.12779,"Y",1
"1725",1900,"SA",250000,"M",51,"P",15000,1.47784,"Y",1
"1726",1901,"SA",250000,"F",56,"P",15000,-1.29617,"N",0
"1727",1903,"SA",250000,"F",30,"P",15000,1.03464,"U",NA
"1728",1904,"SA",250000,"M",45,"S",15000,-1.21834,"N",0
"1729",1905,"SA",250000,"M",31,"P",35000,-0.53827,"U",NA
"1730",1906,"SA",250000,"M",35,"P",7500,-0.93981,"U",NA
"1731",1907,"SA",250000,"M",53,"P",15000,-1.18011,"N",0
"1732",1908,"SA",250000,"M",63,"P",35000,-1.29617,"N",0
"1733",1909,"SA",250000,"F",25,"S",7500,1.43653,"Y",1
"1734",1910,"SA",250000,"F",40,"P",2500,-1.30469,"N",0
"1735",1911,"SA",250000,"F",54,"P",7500,-1.21834,"N",0
"1736",1912,"SA",250000,"F",62,"P",35000,0.88557,"Y",1
"1737",1913,"SA",250000,"F",19,"S",35000,-1.25795,"U",NA
"1738",1914,"SA",250000,"M",26,"S",15000,-0.71001,"N",0
"1739",1915,"SA",250000,"M",61,"P",7500,1.01062,"Y",1
"1740",1917,"SA",250000,"M",39,"P",15000,-0.72982,"A",NA
"1741",1918,"SA",250000,"M",22,"P",7500,-0.04564,"Y",1
"1742",1919,"SA",250000,"M",21,"S",15000,-1.29617,"N",0
"1743",1920,"SA",250000,"F",59,"P",7500,-0.17956,"Y",1
"1744",1922,"SA",250000,"M",65,"P",15000,0.04302,"U",NA
"1745",1923,"SA",250000,"F",61,"P",7500,0.54606,"Y",1
"1746",1924,"SA",250000,"F",30,"P",7500,-0.25119,"U",NA
"1747",1925,"SA",250000,"M",27,"S",35000,0.13241,"Y",1
"1748",1926,"SA",250000,"M",60,"P",15000,0.55837,"Y",1
"1749",1927,"SA",250000,"M",33,"S",75000,-1.19132,"A",NA
"1750",1928,"SA",250000,"F",32,"S",35000,0.38569,"U",NA
"1751",1929,"SA",250000,"F",38,"S",35000,-1.04685,"U",NA
"1752",1930,"SA",250000,"M",56,"P",35000,0.41755,"Y",1
"1753",1931,"SA",250000,"F",45,"S",15000,0.89367,"Y",1
"1754",1932,"SA",250000,"F",18,"S",35000,0.43887,"Y",1
"1755",1933,"SA",250000,"F",39,"S",35000,-0.12671,"U",NA
"1756",1934,"SA",250000,"M",57,"P",15000,0.53539,"U",NA
"1757",1935,"SA",250000,"M",51,"P",7500,-1.29617,"N",0
"1758",1936,"SA",250000,"M",32,"S",15000,-0.84836,"N",0
"1759",1937,"SA",250000,"M",70,"P",35000,0.72449,"Y",1
"1760",1938,"SA",250000,"F",20,"S",15000,1.00364,"Y",1
"1761",1939,"SA",250000,"F",46,"S",7500,-0.42243,"N",0
"1762",1940,"SA",250000,"F",55,"P",35000,-0.55903,"N",0
"1763",1941,"SA",250000,"M",23,"S",35000,0.22104,"A",NA
"1764",1942,"SA",250000,"F",28,"S",15000,-1.29617,"N",0
"1765",1943,"SA",250000,"F",22,"S",35000,-1.17702,"U",NA
"1766",1944,"SA",250000,"M",23,"PS",35000,-1.30351,"N",0
"1767",1945,"SA",250000,"F",37,"P",35000,-1.12566,"U",NA
"1768",1946,"SA",250000,"M",47,"S",15000,-0.80419,"U",NA
"1769",1947,"SA",250000,"M",42,"P",35000,-0.86525,"A",NA
"1770",1948,"SA",250000,"F",47,"S",15000,-1.22502,"N",0
"1771",1949,"SA",250000,"F",45,"S",125000,-0.60096,"U",NA
"1772",1950,"SA",250000,"M",18,"S",75000,-1.06848,"N",0
"1773",1951,"SA",250000,"F",27,"P",7500,-0.05229,"U",NA
"1774",1952,"SA",250000,"F",48,"P",35000,0.58275,"Y",1
"1775",1953,"SA",250000,"F",18,"S",35000,-1.29617,"N",0
"1776",1955,"SA",250000,"F",33,"P",2500,-0.32492,"U",NA
"1777",1956,"SA",250000,"M",27,"S",7500,-1.34392,"N",0
"1778",1957,"SA",250000,"M",48,"P",35000,-1.19504,"N",0
"1779",1958,"SA",250000,"F",45,"P",35000,-0.49641,"U",NA
"1780",1959,"SA",250000,"F",32,"PS",35000,-0.93492,"U",NA
"1781",1960,"SA",250000,"M",34,"P",15000,-0.17177,"U",NA
"1782",1961,"SA",250000,"F",36,"PS",35000,0.00055,"U",NA
"1783",1962,"SA",250000,"M",49,"S",125000,-1.25795,"N",0
"1784",1963,"SA",250000,"F",43,"S",35000,0.25319,"Y",1
"1785",1964,"SA",250000,"F",19,"S",75000,1.35136,"Y",1
"1786",1965,"SA",250000,"M",24,"S",35000,-1.15762,"N",0
"1787",1966,"SA",250000,"M",49,"PS",35000,-1.14049,"N",0
"1788",1967,"SA",250000,"M",24,"PS",75000,-0.96014,"N",0
"1789",1968,"SA",250000,"M",56,"S",75000,-1.10273,"N",0
"1790",1969,"SA",250000,"F",47,"P",15000,1.54808,"Y",1
"1791",1970,"SA",250000,"F",35,"S",15000,-0.35334,"A",NA
"1792",1971,"SA",250000,"M",45,"PS",35000,-1.04016,"N",0
"1793",1973,"SA",250000,"F",26,"S",15000,-1.14952,"N",0
"1794",1974,"SA",250000,"M",48,"S",7500,-0.46328,"A",NA
"1795",1975,"SA",250000,"M",20,"S",35000,-1.07386,"N",0
"1796",1976,"SA",250000,"F",26,"S",125000,0.30352,"Y",1
"1797",1977,"SA",250000,"F",64,"P",2500,-1.29617,"U",NA
"1798",1978,"SA",250000,"M",41,"S",15000,-1.29617,"N",0
"1799",1979,"SA",250000,"M",22,"S",35000,0.14497,"U",NA
"1800",1980,"SA",250000,"F",42,"S",75000,-1.25656,"N",0
"1801",1981,"SA",250000,"F",44,"P",2500,-1.29617,"N",0
"1802",1982,"SA",250000,"M",36,"P",7500,-1.29617,"N",0
"1803",1983,"SA",250000,"F",24,"S",15000,-0.73585,"A",NA
"1804",1985,"SA",250000,"M",27,"S",15000,-0.37315,"N",0
"1805",1986,"SA",250000,"M",24,"PS",15000,-0.65961,"N",0
"1806",1987,"SA",250000,"F",30,"S",35000,1.24478,"Y",1
"1807",1989,"SA",250000,"M",47,"P",35000,-0.98792,"N",0
"1808",1990,"SA",250000,"F",55,"P",15000,-0.10726,"Y",1
"1809",1991,"SA",250000,"F",54,"P",7500,-1.29617,"N",0
"1810",1992,"SA",250000,"F",34,"P",15000,-1.00272,"U",NA
"1811",1993,"SA",250000,"M",30,"S",15000,-0.45937,"U",NA
"1812",1995,"SA",250000,"M",56,"P",35000,-0.40479,"Y",1
"1813",1996,"SA",250000,"F",42,"S",15000,-0.35685,"U",NA
"1814",1997,"SA",250000,"F",43,"P",7500,-1.29617,"N",0
"1815",1998,"SA",250000,"M",68,"P",7500,-0.70372,"N",0
"1816",1999,"SA",250000,"F",23,"PS",75000,0.11608,"U",NA
"1817",2000,"SA",250000,"M",33,"S",35000,-1.14049,"N",0
"1818",2001,"SA",250000,"F",69,"S",35000,0.34293,"U",NA
"1819",2002,"SA",250000,"F",22,"PS",75000,-1.26305,"A",NA
"1820",2003,"SA",250000,"M",33,"S",15000,-0.10246,"Y",1
"1821",2004,"SA",250000,"F",42,"S",75000,1.26053,"U",NA
"1822",2005,"SA",250000,"M",62,"S",35000,-0.96901,"N",0
"1823",2006,"SA",250000,"F",20,"S",35000,-1.29617,"N",0
"1824",2007,"SA",250000,"M",58,"PS",35000,-1.29617,"N",0
"1825",2008,"SA",250000,"M",22,"PS",35000,-1.1517,"N",0
"1826",2009,"SA",250000,"M",37,"S",35000,-1.03486,"N",0
"1827",2010,"SA",250000,"F",42,"S",35000,-1.29617,"N",0
"1828",2011,"SA",250000,"F",36,"S",35000,0.5922,"Y",1
"1829",2012,"SA",250000,"F",25,"S",35000,-1.08055,"A",NA
"1830",2013,"SA",250000,"M",62,"S",75000,1.29875,"Y",1
"1831",2014,"SA",250000,"M",34,"S",35000,-0.82904,"U",NA
"1832",2015,"SA",250000,"F",55,"P",7500,1.15429,"U",NA
"1833",2016,"SA",250000,"M",33,"PS",75000,-0.86276,"N",0
"1834",2017,"SA",250000,"M",45,"S",35000,1.19997,"Y",1
"1835",2018,"SA",250000,"M",60,"S",35000,1.5877,"Y",1
"1836",2019,"SA",250000,"F",27,"S",7500,-1.29617,"N",0
"1837",2020,"SA",250000,"F",50,"S",75000,1.5877,"Y",1
"1838",2022,"SA",250000,"M",22,"S",35000,-0.78022,"U",NA
"1839",2023,"SA",250000,"F",35,"P",15000,-0.51037,"U",NA
"1840",2025,"SA",250000,"M",28,"S",7500,-1.29617,"N",0
"1841",2026,"SA",250000,"M",63,"P",35000,1.18876,"Y",1
"1842",2027,"SA",250000,"F",27,"P",7500,-1.29617,"A",NA
"1843",2028,"SA",250000,"M",50,"S",35000,-1.23032,"U",NA
"1844",2029,"SA",250000,"F",42,"P",75000,0.90769,"U",NA
"1845",2030,"SA",250000,"M",24,"PS",35000,1.41464,"Y",1
"1846",2031,"SA",250000,"F",24,"PS",35000,0.06047,"A",NA
"1847",2033,"SA",250000,"M",28,"S",35000,0.03189,"U",NA
"1848",2035,"SA",250000,"F",36,"S",35000,1.1092,"U",NA
"1849",2036,"SA",250000,"M",64,"P",2500,-0.23703,"U",NA
"1850",2037,"SA",250000,"F",48,"P",15000,-0.16364,"A",NA
"1851",2038,"SA",250000,"M",44,"PS",15000,-0.32082,"U",NA
"1852",2039,"SA",250000,"F",30,"S",35000,-0.22533,"A",NA
"1853",2041,"SA",250000,"F",43,"P",7500,0.13591,"Y",1
"1854",2042,"SA",250000,"F",50,"P",15000,0.5567,"U",NA
"1855",2043,"SA",250000,"M",60,"P",35000,-0.88715,"N",0
"1856",2044,"SA",250000,"F",22,"P",7500,-0.63484,"U",NA
"1857",2045,"SA",250000,"M",23,"P",7500,-1.10367,"N",0
"1858",2046,"SA",250000,"F",60,"P",2500,0.36597,"Y",1
"1859",2047,"SA",250000,"M",19,"S",15000,-1.29617,"N",0
"1860",2048,"SA",250000,"F",39,"S",7500,-0.56363,"U",NA
"1861",2049,"SA",250000,"M",38,"P",15000,-0.40009,"N",0
"1862",2050,"SA",250000,"M",37,"S",7500,-0.66692,"N",0
"1863",2051,"SA",250000,"M",35,"P",15000,-1.29617,"N",0
"1864",2052,"SA",250000,"M",59,"S",35000,-1.29617,"N",0
"1865",2053,"SA",250000,"F",35,"P",35000,-1.13471,"A",NA
"1866",2054,"SA",250000,"F",68,"P",2500,-1.04685,"N",0
"1867",2055,"SA",250000,"F",42,"P",15000,-0.62868,"U",NA
"1868",2056,"SA",250000,"M",25,"S",15000,0.4566,"Y",1
"1869",2057,"SA",250000,"F",28,"P",7500,-1.29617,"N",0
"1870",2058,"SA",250000,"F",45,"P",15000,-0.42882,"N",0
"1871",2059,"SA",250000,"F",38,"P",15000,-0.7714,"U",NA
"1872",2061,"SA",250000,"F",23,"PS",35000,-0.87985,"U",NA
"1873",2062,"SA",250000,"F",46,"S",35000,-1.29617,"N",0
"1874",2063,"SA",250000,"M",68,"S",15000,1.5877,"Y",1
"1875",2065,"SA",250000,"M",21,"PS",75000,0.44665,"A",NA
"1876",2066,"SA",250000,"M",25,"PS",35000,1.36539,"Y",1
"1877",2067,"SA",250000,"F",36,"S",35000,-1.29617,"U",NA
"1878",2069,"SA",250000,"F",22,"PS",35000,0.15722,"A",NA
"1879",2070,"SA",250000,"F",61,"S",35000,-1.29617,"N",0
"1880",2071,"SA",250000,"M",19,"S",7500,0.47772,"A",NA
"1881",2072,"SA",250000,"M",62,"P",35000,-1.21834,"N",0
"1882",2073,"SA",250000,"F",40,"P",15000,1.5877,"Y",1
"1883",2074,"SA",250000,"F",21,"PS",35000,-1.72594,"N",0
"1884",2076,"SA",250000,"F",25,"P",7500,1.51869,"Y",1
"1885",2077,"SA",250000,"M",35,"S",35000,-0.89647,"U",NA
"1886",2078,"SA",250000,"F",40,"P",7500,1.5877,"Y",1
"1887",2079,"SA",250000,"F",43,"S",2500,0.80245,"N",0
"1888",2080,"SA",250000,"M",64,"P",7500,-0.91383,"U",NA
"1889",2081,"SA",250000,"F",35,"S",35000,1.1425,"Y",1
"1890",2083,"SA",250000,"F",23,"PS",35000,1.51515,"Y",1
"1891",2084,"SA",250000,"F",39,"P",75000,0.3898,"Y",1
"1892",2085,"SA",250000,"M",18,"PS",75000,1.40042,"Y",1
"1893",2086,"SA",250000,"M",54,"S",35000,1.46885,"Y",1
"1894",2089,"SA",250000,"M",42,"S",125000,-1.2105,"N",0
"1895",2090,"SA",250000,"F",42,"S",7500,-0.93171,"N",0
"1896",2091,"SA",250000,"F",60,"P",7500,1.37276,"Y",1
"1897",2092,"SA",250000,"F",31,"S",15000,-1.29617,"A",NA
"1898",2093,"SA",250000,"M",60,"P",7500,0.09968,"Y",1
"1899",2094,"SA",250000,"M",20,"P",15000,-1.10678,"N",0
"1900",2095,"SA",250000,"M",25,"P",7500,-1.07069,"N",0
"1901",2096,"SA",250000,"M",30,"P",7500,0.99912,"Y",1
"1902",2097,"SA",250000,"F",35,"S",15000,-0.24978,"N",0
"1903",2098,"SA",250000,"M",65,"P",35000,-0.97492,"N",0
"1904",2099,"SA",250000,"F",62,"PS",15000,-1.06935,"A",NA
"1905",2100,"SA",250000,"F",50,"S",75000,0.15413,"Y",1
"1906",2101,"SA",250000,"F",20,"S",35000,-0.73822,"U",NA
"1907",2102,"SA",250000,"M",24,"P",15000,-1.26247,"N",0
"1908",2103,"SA",250000,"F",61,"P",2500,-1.18602,"A",NA
"1909",2104,"SA",250000,"M",44,"P",35000,-0.16244,"U",NA
"1910",2105,"SA",250000,"M",59,"P",7500,-0.97169,"U",NA
"1911",2106,"SA",250000,"F",23,"P",7500,0.87023,"Y",1
"1912",2107,"SA",250000,"M",22,"S",35000,1.1763,"U",NA
"1913",2108,"SA",250000,"M",45,"P",35000,0.20171,"Y",1
"1914",2109,"SA",250000,"F",40,"S",35000,-1.29617,"N",0
"1915",2110,"SA",250000,"F",66,"P",35000,-1.29617,"N",0
"1916",2111,"SA",250000,"M",60,"P",75000,1.55399,"Y",1
"1917",2112,"SA",250000,"F",29,"S",15000,-0.92834,"A",NA
"1918",2114,"SA",250000,"M",31,"S",15000,1.16822,"Y",1
"1919",2115,"SA",250000,"F",29,"S",75000,-0.78516,"U",NA
"1920",2116,"SA",250000,"M",24,"S",15000,-0.67418,"Y",1
"1921",2117,"SA",250000,"M",59,"P",35000,1.27849,"Y",1
"1922",2118,"SA",250000,"F",29,"S",75000,1.40361,"Y",1
"1923",2119,"SA",250000,"F",48,"P",15000,-0.05921,"U",NA
"1924",2120,"SA",250000,"F",45,"P",35000,-1.03643,"A",NA
"1925",2122,"SA",250000,"F",23,"S",35000,-1.15795,"N",0
"1926",2123,"SA",250000,"M",70,"P",7500,-1.25795,"N",0
"1927",2124,"SA",250000,"M",34,"PS",35000,-1.21777,"N",0
"1928",2125,"SA",250000,"F",52,"P",15000,-1.22954,"U",NA
"1929",2126,"SA",250000,"F",23,"PS",15000,-1.14049,"N",0
"1930",2127,"SA",250000,"M",18,"S",35000,-1.25795,"N",0
"1931",2129,"SA",250000,"F",58,"P",7500,1.37986,"U",NA
"1932",2130,"SA",250000,"M",67,"P",15000,-1.2629,"U",NA
"1933",2131,"SA",250000,"F",23,"P",7500,-0.26963,"N",0
"1934",2132,"SA",250000,"M",43,"P",15000,0.16466,"U",NA
"1935",2133,"SA",250000,"M",18,"S",7500,-0.79979,"Y",1
"1936",2134,"SA",250000,"M",43,"P",75000,1.44541,"Y",1
"1937",2135,"SA",250000,"F",45,"P",35000,-1.06673,"U",NA
"1938",2136,"SA",250000,"F",57,"P",7500,0.11796,"U",NA
"1939",2137,"SA",250000,"F",23,"S",35000,-1.16369,"N",0
"1940",2138,"SA",250000,"F",45,"P",15000,1.42782,"U",NA
"1941",2139,"SA",250000,"M",37,"P",15000,0.50129,"N",0
"1942",2140,"SA",250000,"M",24,"S",35000,1.25589,"Y",1
"1943",2141,"SA",250000,"F",40,"P",35000,-0.97614,"N",0
"1944",2142,"SA",250000,"F",35,"P",7500,1.54808,"Y",1
"1945",2143,"SA",250000,"M",27,"S",7500,0.19955,"N",0
"1946",2144,"SA",250000,"M",45,"P",35000,1.51515,"Y",1
"1947",2145,"SA",250000,"M",43,"P",2500,0.51876,"A",NA
"1948",2146,"SA",250000,"F",32,"P",7500,-0.05572,"A",NA
"1949",2147,"SA",250000,"F",57,"P",2500,0.19502,"U",NA
"1950",2148,"SA",250000,"M",28,"S",15000,-0.86034,"A",NA
"1951",2149,"SA",250000,"F",46,"P",15000,0.96365,"Y",1
"1952",2150,"SA",250000,"M",38,"S",2500,-0.96979,"U",NA
"1953",2151,"SA",250000,"F",25,"S",15000,1.05131,"Y",1
"1954",2152,"SA",250000,"M",18,"S",15000,-0.88433,"N",0
"1955",2153,"SA",250000,"F",39,"P",15000,-1.20559,"U",NA
"1956",2154,"SA",250000,"M",44,"S",7500,-0.07422,"U",NA
"1957",2155,"SA",250000,"M",46,"P",15000,-1.1008,"N",0
"1958",2156,"SA",250000,"F",20,"P",7500,-1.21974,"N",0
"1959",2157,"SA",250000,"F",60,"P",15000,-1.11727,"U",NA
"1960",2158,"SA",250000,"M",20,"S",35000,0.39838,"U",NA
"1961",2159,"SA",250000,"F",55,"P",2500,-1.19286,"N",0
"1962",2160,"SA",250000,"M",70,"P",7500,0.18178,"U",NA
"1963",2161,"SA",250000,"F",18,"S",15000,0.10006,"U",NA
"1964",2162,"SA",250000,"F",50,"P",15000,0.14497,"U",NA
"1965",2163,"SA",250000,"M",38,"P",35000,-1.21834,"N",0
"1966",2164,"SA",250000,"M",55,"P",35000,-1.21834,"N",0
"1967",2165,"SA",250000,"M",18,"S",35000,1.12067,"Y",1
"1968",2167,"SA",250000,"F",40,"P",35000,0.33514,"Y",1
"1969",2168,"SA",250000,"M",21,"S",35000,-1.21834,"N",0
"1970",2169,"SA",250000,"M",49,"P",15000,-1.21834,"N",0
"1971",2170,"SA",250000,"M",37,"S",15000,-1.04094,"Y",1
"1972",2171,"SA",250000,"M",37,"S",35000,1.04274,"U",NA
"1973",2172,"SA",250000,"M",36,"S",15000,-1.18151,"N",0
"1974",2173,"SA",250000,"F",24,"S",7500,-1.29617,"N",0
"1975",2174,"SA",250000,"M",25,"PS",15000,-0.91941,"N",0
"1976",2175,"SA",250000,"F",58,"P",7500,1.5368,"Y",1
"1977",2176,"SA",250000,"F",54,"S",35000,1.47476,"Y",1
"1978",2177,"SA",250000,"M",53,"S",35000,-1.0444,"N",0
"1979",2179,"SA",250000,"M",19,"S",35000,-1.14719,"N",0
"1980",2180,"SA",250000,"M",59,"P",35000,0.20745,"Y",1
"1981",2181,"SA",250000,"F",36,"P",35000,-1.17871,"N",0
"1982",2182,"SA",250000,"F",31,"S",15000,0.93119,"Y",1
"1983",2183,"SA",250000,"M",18,"S",7500,1.18721,"U",NA
"1984",2184,"SA",250000,"M",43,"P",15000,-0.92939,"U",NA
"1985",2185,"SA",250000,"M",27,"S",15000,1.18527,"U",NA
"1986",2186,"SA",250000,"F",25,"S",7500,1.1535,"U",NA
"1987",2187,"SA",250000,"F",45,"P",15000,-1.29617,"N",0
"1988",2188,"SA",250000,"M",18,"S",35000,1.23212,"Y",1
"1989",2189,"SA",250000,"M",38,"P",15000,1.29875,"Y",1
"1990",2190,"SA",250000,"M",66,"P",15000,-0.91715,"U",NA
"1991",2191,"SA",250000,"M",55,"P",15000,-1.29617,"A",NA
"1992",2192,"SA",250000,"F",37,"P",15000,-0.29711,"U",NA
"1993",2193,"SA",250000,"F",39,"P",15000,-0.76404,"N",0
"1994",2194,"SA",250000,"M",65,"P",2500,1.54947,"Y",1
"1995",2195,"SA",250000,"M",29,"S",15000,-0.14864,"A",NA
"1996",2196,"SA",250000,"M",39,"P",15000,-0.45208,"N",0
"1997",2197,"SA",250000,"F",27,"S",15000,-1.29617,"N",0
"1998",2199,"SA",250000,"F",48,"S",15000,-1.25656,"A",NA
"1999",2200,"SA",250000,"M",18,"S",15000,-0.42745,"N",0
"2000",2201,"SA",250000,"M",27,"PS",75000,-1.17723,"N",0
"2001",2202,"SA",250000,"F",56,"S",125000,-1.27876,"A",NA
"2002",2203,"SA",250000,"F",21,"S",7500,-0.36225,"A",NA
"2003",2204,"SA",250000,"M",36,"PS",75000,1.44593,"Y",1
"2004",2206,"SA",250000,"F",28,"S",15000,-0.60491,"Y",1
"2005",2207,"SA",250000,"F",33,"PS",35000,-0.67038,"N",0
"2006",2208,"SA",250000,"F",51,"P",35000,1.3309,"Y",1
"2007",2209,"SA",250000,"M",51,"PS",35000,-1.02895,"N",0
"2008",2210,"SA",250000,"M",22,"PS",15000,-0.55476,"N",0
"2009",2211,"SA",250000,"F",25,"P",15000,-1.10496,"U",NA
"2010",2212,"SA",250000,"F",36,"P",7500,-0.39733,"N",0
"2011",2213,"SA",250000,"F",45,"S",35000,-1.29617,"N",0
"2012",2214,"SA",250000,"M",21,"P",7500,-1.29617,"N",0
"2013",2215,"SA",250000,"M",38,"P",7500,-1.14103,"N",0
"2014",2216,"SA",250000,"F",28,"PS",7500,-0.90906,"N",0
"2015",2217,"SA",250000,"M",68,"P",75000,-1.10507,"U",NA
"2016",2218,"SA",250000,"F",36,"P",35000,-0.98083,"U",NA
